Theme/Department,Title,URL,Content Type(s),Sub-Topics,Modified Date,Language
Health,Notice: Expedited Review of Health Product Submissions and Applications to address COVID-19,https://www.canada.ca/en/health-canada/services/drugs-health-products/drug-products/announcements/notice-expediated-review-health-products-covid-19.html,Substantive,"Description: On March 18, 2020, the Minister of Health approved an Interim Order Respecting the Importation and Sale of Medical Devices for Use in Relation to COVID-19. The interim order will enable an expedited review of medical devices indicated to diagnose, treat, mitigate or prevent COVID-19, at no cost. 
Name: notice-expediated-review-health-products-covid-19
Page title: Notice: Expedited Review of Health Product Submissions and Applications to address COVID-19
H1: Notice: Expedited Review of Health Product Submissions and Applications to address COVID-19
Keywords: interim, order, medical, devices, covid-19, expedited, review, diagnose, treat, mitigate, cost
Title: Notice: Expedited Review of Health Product Submissions and Applications to address COVID-19
desc: On March 18, 2020, the Minister of Health approved an Interim Order Respecting the Importation and Sale of Medical Devices for Use in Relation to COVID-19. The interim order will enable an expedited review of medical devices indicated to diagnose, treat, mitigate or prevent COVID-19, at no cost.
",2020-03-18 20:51:36,en
National security and defence,Deputy Minister’s update regarding temporary cessation of most education and training activities within the CAF,https://www.canada.ca/en/department-national-defence/maple-leaf/defence/2020/03/deputy-ministers-update-regarding-temporary-cessation-of-most-education-and-training-activities-within-the-caf.html,Substantive,"Keywords: Training activities, Education, CAF, COVID-19
",2020-03-27 17:08:05,en
Immigration and citizenship,Temporary resident permits (TRPs),https://www.canada.ca/en/immigration-refugees-citizenship/corporate/publications-manuals/operational-bulletins-manuals/temporary-residents/permits.html,Links to Covid pages,,2020-03-16T00:00:00Z,en
N/A,Temporary closure of the Plains of Abraham Museum,https://www.canada.ca/en/national-battlefields-commission/news/2020/03/fermeture-temporaire-du-musee-des-plaines-dabraham.html,Links to Covid pages,,2020-03-13T00:00:00Z,en
Health,"Respiratory Virus Detections/Isolations in Canada, Week 6 ending February 14, 2015",https://www.canada.ca/en/public-health/services/surveillance/respiratory-virus-detections-canada/2014-2015/respiratory-virus-detections-isolations-week-6-ending-february-14-2015.html,Links to Covid pages,,2015-02-19T00:00:00Z,en
N/A,Dépenses relatives aux contrats - 1er avril 2013 - 30 juin 2013,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/contracts-contrats/2013/1_quarter-semestre-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,Coronavirus disease (COVID-19): Prevention and preparedness for Government of Canada employees,https://www.canada.ca/en/government/publicservice/covid-19/prevention-preparedness.html,Substantive,"Page title: Coronavirus disease (COVID-19): Prevention and preparedness for Government of Canada employees
H1: Coronavirus disease (COVID-19): Prevention and preparedness for Government of Canada employees
",2020-03-26 16:46:32,eng
Immigration and citizenship,Host a citizenship ceremony,https://www.canada.ca/en/immigration-refugees-citizenship/services/canadian-citizenship/take-part-citizenship/host-citizenship-ceremony.html,Links to Covid pages,,2020-01-22T00:00:00Z,en
N/A,Mesures prises par la GRC à l’égard de la maladie à coronavirus (COVID-19) | Gendarmerie royale du Canada,http://www.rcmp-grc.gc.ca/fr/nouvelles/2020/mesures-prises-grc-a-legard-maladie-a-coronavirus-covid-19,Substantive,"Title: Mesures prises par la GRC à l’égard de la maladie à coronavirus (COVID-19) | Gendarmerie royale du Canada
",2020-03-16T00:00:00Z,fr
N/A,"Maladie à coronavirus (COVID-19) - Mesures temporaires, Régime de soins de santé de la fonction publique (RSSFP)",https://www.canada.ca/fr/secretariat-conseil-tresor/services/regimes-assurance/regime-soins-sante/avis-information/covid-19-mesures-temporaires-regime-soins-sante-fonction-publique.html,Substantive,"Name: covid-19-mesures-temporaires-regime-soins-sante-fonction-publique
Page title: Maladie à coronavirus (COVID-19) - Mesures temporaires, Régime de soins de santé de la fonction publique (RSSFP)
H1: Maladie à coronavirus (COVID-19) - Mesures temporaires, Régime de soins de santé de la fonction publique (RSSFP)
",2020-03-25 13:07:14,fra
N/A,Le Canada et le Brésil,https://www.international.gc.ca/world-monde/country-pays/brazil-bresil/index.aspx?lang=fra,Links to Covid pages,,2020-03-22T00:00:00Z,fr
N/A,Divulgation proactive - Conseil de recherches en sciences humaine,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2004/renaud_expenses-depenses_s2004-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,Subventions de partenariat – concours de l’exercice 2019-2020,https://www.sshrc-crsh.gc.ca/results-resultats/recipients-recipiendaires/2019/partnership_grants_2019-subventions_partenerial_2019-fra.aspx,Links to Covid pages,,2019-03-21T00:00:00Z,fr
N/A,"Parks Canada - Public Avalanche Information - Avalanche Bulletin - Little Yoho - Mon Mar 16, 2020",https://avalanche.pc.gc.ca/bulletin-eng.aspx?d=2020-03-16&r=5,Links to Covid pages,,,en
N/A,"Parks Canada - Public Avalanche Information - Avalanche Bulletin - Waterton Lakes National Park - Mon Mar 16, 2020",https://avalanche.pc.gc.ca/bulletin-eng.aspx?d=2020-03-16&r=4,Links to Covid pages,,,en
N/A,Normes de service pour les systèmes de demande en ligne du CRSH et du CRSNG,https://www.sshrc-crsh.gc.ca/funding-financement/service/standards_oas-normes_sao-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
N/A,Divulgation proactive - Conseil de recherches en sciences humaine,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2007/charette_travel-voyage_d2007-fra.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,fr
National security and defence,March 23: Update from the Office of the Chief Human Resources Officer (OCHRO),https://www.canada.ca/en/department-national-defence/maple-leaf/defence/2020/03/march-23-update-from-chief-human-resources-officer.html,Links to Covid pages,"Keywords: COVID-19, Personnel
",2020-03-23 16:44:07,en
Santé,"Détection/isolement de virus des voies respiratoires au Canada, semaine 22 - se terminant le 31 mai, 2014",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2013-2014/detection-isolement-virus-voies-respiratoires-semaine-22-terminant-31-mai-2014.html,Links to Covid pages,,2014-06-04T00:00:00Z,fr
Santé,"Rapport de virus des voies respiratoires, semaine 02 - se terminant le 12 janvier 2019",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2018-2019/detection-isolement-virus-voies-respiratoires-semaine-02-terminant-janvier-12-2019.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
",2019-07-09 08:21:33,fr
Health,The Chief Public Health Officer and the Deputy Chief Public Health Officer to hold a media availability on the novel coronavirus,https://www.canada.ca/en/public-health/news/2020/02/the-chief-public-health-officer-and-the-deputy-chief-public-health-officer-to-hold-a-media-availability-on-the-novel-coronavirus0.html,Substantive,"Description: The Chief Public Health Officer and the Deputy Chief Public Health Officer to hold a media availability on the novel coronavirus
Name: the-chief-public-health-officer-and-the-deputy-chief-public-health-officer-to-hold-a-media-availability-on-the-novel-coronavirus0
Page title: The Chief Public Health Officer and the Deputy Chief Public Health Officer to hold a media availability on the novel coronavirus
",2020-02-23 22:56:50,eng
Santé,"Rapport de virus des voies respiratoires, semaine 24 :  se terminant le 15 juin 2019",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2018-2019/detection-isolement-virus-voies-respiratoires-semaine-24-terminant-15-juin-2019.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR

H2: Sur cette page; Détection and isolement de virus des voies respiratoires; Nombre de tests de laboratoire positifs pour les autres virus respiratoires; Détection du virus grippal au Canada; Détection du virus respiratoire syncytial; Détection du virus parainfluenza; Détection du virus adénovirus; Détection du métapneumovirus humain; Détection du virus entérovirus/rhinovirus; Détection du virus coronavirus
",2019-06-19 18:40:24,fr
N/A,Victim Services - Video Tutorial,https://www.canada.ca/en/parole-board/corporate/publications-and-forms/videos/victim-services.html,Links to Covid pages,,2020-03-16T00:00:00Z,en
Health,2019冠状病毒病(COVID-19) : 宣传资料,https://www.canada.ca/en/public-health/services/diseases/2019-novel-coronavirus-infection/simplified-chinese/awareness-resources.html,Substantive,"Page title: 2019冠状病毒病(COVID-19) : 宣传资料
H1: 2019冠状病毒病(COVID-19): 宣传资料<br>


Title: 2019冠状病毒病(COVID-19) : 宣传资料
",2020-03-04 13:30:54,en
N/A,Green Gables Heritage Place,https://www.pc.gc.ca/en/lhn-nhs/pe/greengables,Links to Covid pages,,2020-03-19T00:00:00Z,en
Santé,"Rapport de virus des voies respiratoires, semaine 38 - se terminant le 22 septembre 2018",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2018-2019/detection-isolement-virus-voies-respiratoires-semaine-38-terminant-22-septembre-2018.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
",2018-09-27 10:12:49,fr
Health,NACI Literature Review for HPV Immunization of Immunocompromised Populations,https://www.canada.ca/en/public-health/services/publications/healthy-living/literature-review-human-papillomavirus-immunization-immunocompromised-populations.html,Links to Covid pages,,2019-10-09T00:00:00Z,en
Health,"Respiratory Virus Report, Week 15 ending April 14, 2018",https://www.canada.ca/en/public-health/services/surveillance/respiratory-virus-detections-canada/2017-2018/respiratory-virus-detections-isolations-week-15-ending-april-14-2018.html,Links to Covid pages,,2018-04-18T00:00:00Z,en
N/A,RCMP limiting front counter service across New Brunswick | Royal Canadian Mounted Police,http://www.rcmp-grc.gc.ca/en/news/2020/rcmp-limiting-front-counter-service-new-brunswick,Links to Covid pages,,2020-03-17T00:00:00Z,en
N/A,Comment faire une demande d'accès aux renseignements personnels,https://www.canada.ca/fr/commission-liberations-conditionnelles/organisation/transparence/access-a-information-et-protection-des-renseignements-personnels/comment-faire-une-demande-access-aux-renseignements-personnels.html,Links to Covid pages,,2020-03-23T00:00:00Z,fr
N/A,Foire aux questions - classification civile,https://www.canada.ca/fr/ombudsman-defense-nationale-forces/information-educative/employes-civils/classification-civile/foire-questions.html,Links to Covid pages,,2020-01-10T00:00:00Z,fr
Benefits,Benefits,https://www.canada.ca/en/services/benefits.html,Links to Covid pages,,2020-03-27T00:00:00Z,en
N/A,Update on COVID-19 Testing and Port-Cartier Institution,https://www.canada.ca/en/correctional-service/news/2020/03/update-on-covid-19-testing-and-port-cartier-institution.html,Substantive,"Description: Public health has confirmed that two inmates have tested positive for COVID-19 at Port-Cartier Institution in Quebec, a maximum-security facility. These are the first confirmed cases related to inmates in a federal correctional institution.
Name: update-on-covid-19-testing-and-port-cartier-institution
Page title: Update on COVID-19 Testing and Port-Cartier Institution
",2020-03-30 13:05:38,eng
N/A,Social Insurance Number – Apply,https://www.canada.ca/en/employment-social-development/services/sin/apply.html,Links to Covid pages,,2020-03-26T00:00:00Z,en
N/A,Search tips,https://www.canada.ca/en/sr/st.html,Links to Covid pages,,2017-04-26T00:00:00Z,en
Santé,"Détection/isolement de virus des voies respiratoires au Canada, semaine 34 - se terminant le 29 août 2015",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2014-2015/detection-isolement-virus-voies-respiratoires-semaine-34-terminant-29-aout-2015.html,Links to Covid pages,,2015-09-03T00:00:00Z,fr
N/A,Proactive Disclosure - Social Sciences and Humanities Research Council,https://www.sshrc-crsh.gc.ca/transparency-transparence/disclosure-divulgation/expenses-depenses/2007/dunne_hospitality-accueil_j2007-eng.aspx,Links to Covid pages,,2012-11-29T00:00:00Z,en
Santé,"Rapport de virus des voies respiratoires, semaine 13 - se terminant le 30 mars 2019",https://www.canada.ca/fr/sante-publique/services/surveillance/detection-virus-voies-respiratoires-canada/2018-2019/detection-isolement-virus-voies-respiratoires-semaine-13-terminant-30-mars-2019.html,Substantive,"Keywords: Rapport de virus des voies respiratoires, Canada, détection, isolement, tests de laboratoire positifs,  virus grippal, virus respiratoire syncytial, virus parainfluenza, virus adénovirus, métapneumovirus humain, virus entérovirus, virus rhinovirus, virus coronavirus, A(H1N1)pdm09, A(H3N2), MPVh, PIV, VRS, Programme de Surveillance et détection de virus des voies respiratoires, SDVVR
",2019-04-03 14:31:17,fr
